Datetime,Symbol,Open,High,Low,Close
2022-05-18 00:31:00,ETH,2100.9143117625,2101.0053560963,2097.4790702619,2097.7282963751
2022-05-18 00:32:00,ETH,2098.1910789564,2098.2888073234,2096.3989224864,2096.3989224864
2022-05-18 00:33:00,ETH,2096.5110406146,2097.2962483703,2095.127654576,2095.127654576
2022-05-18 00:34:00,ETH,2095.1979694616,2104.6805923086,2095.1979694616,2103.4805222319
2022-05-18 00:35:00,ETH,2103.902909934,2104.6453548169,2100.8053195517,2100.9058138505
2022-05-18 00:36:00,ETH,2100.8751998126,2100.8751998126,2097.4590865628,2097.4590865628
2022-05-18 00:37:00,ETH,2097.3494514646,2098.2054435852,2096.3081593177,2097.531779466
2022-05-18 00:38:00,ETH,2097.5331142157,2097.5331142157,2095.7205115357,2095.7205115357
2022-05-18 00:39:00,ETH,2095.7156694522,2095.7156694522,2094.2792096129,2094.8957665657
2022-05-18 00:40:00,ETH,2094.8130737905,2094.8130737905,2094.0242291027,2094.2367372169
2022-05-18 00:41:00,ETH,2094.3103492755,2094.4399790599,2092.0648734269,2092.1845246665
2022-05-18 00:42:00,ETH,2092.1791353608,2093.7475253721,2092.1791353608,2092.8706577322
2022-05-18 00:43:00,ETH,2092.8742559551,2092.9862665426,2091.9232656713,2092.2405521589
2022-05-18 00:44:00,ETH,2092.3164384457,2093.1501493887,2091.5280225063,2092.8772001093
2022-05-18 00:45:00,ETH,2092.965509201,2093.5271825754,2092.3171470729,2092.8727151918
2022-05-18 00:46:00,ETH,2092.7481089203,2092.9732782159,2091.2144475446,2091.4264851436
2022-05-18 00:47:00,ETH,2091.5740131959,2091.7347514161,2090.38068997,2090.4578340136
2022-05-18 00:48:00,ETH,2090.4599663793,2090.9905487298,2088.1846940618,2088.1846940618
2022-05-18 00:49:00,ETH,2088.1775472102,2090.4247092347,2088.1775472102,2090.3305476353
2022-05-18 00:50:00,ETH,2090.4033025136,2091.7688403445,2089.6900873416,2090.3602925569
2022-05-18 00:51:00,ETH,2090.3387045792,2091.7491491422,2088.9457339713,2088.9457339713
2022-05-18 00:52:00,ETH,2088.9384109055,2090.20668109,2088.6940489146,2089.5281309232
2022-05-18 00:53:00,ETH,2089.5284303582,2090.419015703,2089.1440244975,2089.8671257269
2022-05-18 00:54:00,ETH,2090.2074662734,2091.0117349376,2088.7432252552,2088.9892979958
2022-05-18 00:55:00,ETH,2088.9811300516,2091.9057094311,2088.3978247228,2091.4783821824
2022-05-18 00:56:00,ETH,2091.4864372645,2091.9078224395,2090.9857951042,2091.1831330548
2022-05-18 00:57:00,ETH,2091.1600760875,2091.983449888,2089.9005435945,2089.9005435945
2022-05-18 00:58:00,ETH,2089.9284857939,2090.3522897083,2089.377630305,2089.377630305
2022-05-18 00:59:00,ETH,2089.308122032,2089.9329868141,2088.9127826283,2089.2004683126
2022-05-18 01:00:00,ETH,2089.1823015627,2090.4446011465,2089.1823015627,2089.5295505931
2022-05-18 01:01:00,ETH,2089.4800827502,2089.5121776436,2087.717315723,2089.2454867398
2022-05-18 01:02:00,ETH,2089.2481525474,2090.8757249591,2086.0224683656,2086.3143325953
2022-05-18 01:03:00,ETH,2086.2881650193,2086.9663386512,2083.5773417538,2084.9096286534
2022-05-18 01:04:00,ETH,2084.9384097072,2085.6263113683,2084.5461190758,2084.6826648557
2022-05-18 01:05:00,ETH,2084.7583052169,2084.9028087033,2083.9338144391,2083.9338144391
2022-05-18 01:06:00,ETH,2084.0694508178,2084.3324549971,2080.3176616581,2080.3176616581
2022-05-18 01:07:00,ETH,2080.3663421498,2080.5053229157,2078.1442284975,2078.3242498967
2022-05-18 01:08:00,ETH,2078.3022595647,2079.5572017121,2077.9209019443,2079.4540323089
2022-05-18 01:09:00,ETH,2079.308311577,2079.6944882328,2078.873025165,2079.3202059517
2022-05-18 01:10:00,ETH,2079.4491964255,2081.8915139318,2079.4491964255,2081.6020482703
2022-05-18 01:11:00,ETH,2081.6868689006,2081.9704655063,2080.7003055858,2081.2144959675
2022-05-18 01:12:00,ETH,2081.3233386502,2081.5291634444,2080.9739891696,2081.1722880662
2022-05-18 01:13:00,ETH,2081.1010038176,2081.1010038176,2080.2351626443,2080.8000915484
2022-05-18 01:14:00,ETH,2080.7837987899,2081.8563400288,2079.9568797895,2080.9486521823
2022-05-18 01:15:00,ETH,2080.9499292166,2084.8859015831,2080.920800166,2084.1956148297
2022-05-18 01:16:00,ETH,2083.7857772259,2083.7857772259,2082.6417963849,2082.9115030216
2022-05-18 01:17:00,ETH,2082.9216902081,2082.9588439602,2081.4320654633,2081.4320654633
2022-05-18 01:18:00,ETH,2081.5643631213,2082.8071413693,2081.5643631213,2082.6384432114
2022-05-18 01:19:00,ETH,2082.6479216988,2083.47182873,2082.6479216988,2083.1377922289
2022-05-18 01:20:00,ETH,2083.1291234412,2084.8680416054,2083.0894692562,2083.4315053907
2022-05-18 01:21:00,ETH,2083.4524864612,2084.0590723522,2082.9781715316,2083.9524246533
2022-05-18 01:22:00,ETH,2083.4755282243,2083.9104658715,2082.7953278575,2082.9295524808
2022-05-18 01:23:00,ETH,2083.0525418675,2084.0874130701,2082.9041535625,2083.8294163285
2022-05-18 01:24:00,ETH,2083.3187712728,2083.3187712728,2079.8058082627,2080.0483932156
2022-05-18 01:25:00,ETH,2079.8518055561,2080.1079801938,2079.046812126,2080.0281183663
2022-05-18 01:26:00,ETH,2080.0563357199,2080.0691441858,2073.806529902,2075.2307421828
2022-05-18 01:27:00,ETH,2075.087439618,2076.028000684,2074.6865227978,2076.028000684
2022-05-18 01:28:00,ETH,2076.075884627,2076.2853064204,2075.064395631,2075.3287914031
2022-05-18 01:29:00,ETH,2075.3362242644,2075.6308980525,2073.5911327703,2074.0414125533
2022-05-18 01:30:00,ETH,2073.8239223407,2074.1540675029,2072.6153646658,2072.6153646658
2022-05-18 01:31:00,ETH,2072.7631155897,2074.7036243379,2072.6709947103,2074.7036243379
2022-05-18 01:32:00,ETH,2074.7426090111,2077.2902471171,2074.7426090111,2077.2902471171
2022-05-18 01:33:00,ETH,2077.3370400094,2077.8954607648,2074.6274152835,2075.453338608
2022-05-18 01:34:00,ETH,2075.4788577748,2077.366156874,2075.0703695087,2077.2387003212
2022-05-18 01:35:00,ETH,2077.2850243336,2078.164687898,2075.8029605512,2076.188937038
2022-05-18 01:36:00,ETH,2076.2037052874,2077.7280254447,2075.512297835,2076.7497262657
2022-05-18 01:37:00,ETH,2076.680518501,2077.1862273494,2076.0624758915,2077.0133625787
2022-05-18 01:38:00,ETH,2077.0724550834,2077.9695963565,2077.0724550834,2077.5850180538
2022-05-18 01:39:00,ETH,2077.5845387077,2077.5845387077,2076.7533241766,2077.3007664104
2022-05-18 01:40:00,ETH,2077.3179623035,2077.4587554446,2075.3866896813,2075.3866896813
2022-05-18 01:41:00,ETH,2075.2904229633,2075.5835121746,2074.0561088819,2075.2845963826
2022-05-18 01:42:00,ETH,2075.3209448648,2075.9470106165,2074.8082914835,2075.7985485085
2022-05-18 01:43:00,ETH,2075.7882002716,2076.184752662,2074.1130961157,2076.0663063289
2022-05-18 01:44:00,ETH,2076.0913672332,2076.1203889218,2074.4521012709,2074.4873234227
2022-05-18 01:45:00,ETH,2074.4705579585,2074.7368059752,2072.5643693966,2073.0791505302
2022-05-18 01:46:00,ETH,2072.9147342047,2073.7407271657,2069.7285159911,2070.7873953734
2022-05-18 01:47:00,ETH,2070.6696607848,2071.8338125301,2070.1577524608,2071.4047235798
2022-05-18 01:48:00,ETH,2071.46830895,2072.4236227843,2068.6830522335,2069.5962845573
2022-05-18 01:49:00,ETH,2069.7013768702,2069.8351680258,2067.5510988482,2068.5969951689
2022-05-18 01:50:00,ETH,2068.5781324553,2068.9686972359,2065.4804816108,2066.3834880199
2022-05-18 01:51:00,ETH,2066.2892085904,2067.130572158,2065.9539381869,2066.2660054456
2022-05-18 01:52:00,ETH,2066.2142808718,2067.100328608,2064.7072693552,2064.7072693552
2022-05-18 01:53:00,ETH,2064.6889354817,2066.6599786847,2063.8693609756,2066.4178626159
2022-05-18 01:54:00,ETH,2066.4425714956,2068.5705115218,2066.0664999822,2068.5705115218
2022-05-18 01:55:00,ETH,2068.5065837435,2068.5065837435,2066.3500260274,2067.6238991054
2022-05-18 01:56:00,ETH,2067.909537187,2068.6320865538,2067.74647061,2068.3961251886
2022-05-18 01:57:00,ETH,2068.4645053655,2071.271584118,2067.4617724741,2069.792670165
2022-05-18 01:58:00,ETH,2069.7757888333,2070.4117013357,2066.0226438476,2066.7784645149
2022-05-18 01:59:00,ETH,2066.8565444829,2066.9832785194,2065.7780048822,2065.9565063521
2022-05-18 02:00:00,ETH,2065.9338102533,2066.3060822521,2064.6873988839,2064.8258980487
2022-05-18 02:01:00,ETH,2064.9533867851,2065.4528669488,2063.0094086981,2063.9426275011
2022-05-18 02:02:00,ETH,2065.2447674166,2068.6861422413,2065.2447674166,2068.6861422413
2022-05-18 02:03:00,ETH,2068.6996871269,2070.3543126767,2067.5758072645,2067.7312801916
2022-05-18 02:04:00,ETH,2067.7186881521,2068.5488517384,2066.9934264007,2068.4800905096
2022-05-18 02:05:00,ETH,2068.574677514,2068.9958199887,2067.1343091284,2068.6394286673
2022-05-18 02:06:00,ETH,2068.7392488859,2068.9200058942,2066.8218983558,2066.8218983558
2022-05-18 02:07:00,ETH,2066.7452160261,2067.0242181633,2065.8243193799,2067.0242181633
2022-05-18 02:08:00,ETH,2067.1946615886,2067.2058312358,2066.3179680578,2066.319068743
2022-05-18 02:09:00,ETH,2066.3774591394,2066.7558421416,2066.316910888,2066.4451338684
2022-05-18 02:10:00,ETH,2066.6171678759,2067.1700275442,2066.4154133228,2067.1026167075
2022-05-18 02:11:00,ETH,2067.1094729503,2067.7851547459,2067.0852348808,2067.3168193871
2022-05-18 02:12:00,ETH,2067.2644517107,2067.9464912909,2067.2053394504,2067.866116123
2022-05-18 02:13:00,ETH,2067.8661154392,2068.1507144741,2067.4738837618,2067.6410707861
2022-05-18 02:14:00,ETH,2067.4788238463,2067.646370399,2064.5002069511,2065.037260885
2022-05-18 02:15:00,ETH,2065.0256173929,2065.7162059934,2064.7882381708,2065.4877770492
2022-05-18 02:16:00,ETH,2066.0255678803,2066.0255678803,2062.9149827001,2063.027783155
2022-05-18 02:17:00,ETH,2062.8611480651,2064.2154526985,2062.5774812012,2063.0246151608
2022-05-18 02:18:00,ETH,2063.0091594652,2064.4670128714,2062.4428483407,2063.3604864569
2022-05-18 02:19:00,ETH,2063.4753429697,2064.6478184658,2063.3851927843,2064.583120699
2022-05-18 02:20:00,ETH,2064.6491789671,2065.4522589763,2063.7775815119,2065.4522589763
2022-05-18 02:21:00,ETH,2065.5364766312,2066.911226868,2065.3310337018,2066.271205055
2022-05-18 02:22:00,ETH,2066.30801188,2068.1024831666,2065.5825931897,2066.0020309051
2022-05-18 02:23:00,ETH,2065.9814854863,2065.9814854863,2063.6474462581,2065.5811644462
2022-05-18 02:24:00,ETH,2065.6625797465,2066.1591908469,2064.8467220896,2065.3621854744
2022-05-18 02:25:00,ETH,2065.1771056667,2065.4456308388,2064.3998291748,2064.4846274069
2022-05-18 02:26:00,ETH,2064.4832933144,2065.0924308645,2064.2784236695,2064.5169666398
2022-05-18 02:27:00,ETH,2064.5125245619,2065.6601971762,2064.5125245619,2065.336417373
2022-05-18 02:28:00,ETH,2065.356150677,2067.0014604828,2064.3080546097,2064.7191016837
2022-05-18 02:29:00,ETH,2064.7605291984,2065.7412914738,2064.4962023911,2065.5081280246
2022-05-18 02:30:00,ETH,2065.5081037526,2065.7919153462,2064.0108348461,2064.1591671444
2022-05-18 02:31:00,ETH,2064.1461452575,2064.438970755,2061.2143206244,2061.2143206244
2022-05-18 02:32:00,ETH,2061.106104237,2061.1241470327,2058.3266456068,2059.4646701427
2022-05-18 02:33:00,ETH,2059.4159188855,2061.6179610883,2059.4159188855,2061.4170597861
2022-05-18 02:34:00,ETH,2061.4170603187,2061.6290363801,2060.2697797835,2061.1847744477
2022-05-18 02:35:00,ETH,2061.1848117202,2061.8350139975,2061.1848117202,2061.3343455702
2022-05-18 02:36:00,ETH,2061.3342784328,2061.5209117869,2060.5725440583,2061.2475773802
2022-05-18 02:37:00,ETH,2061.2299982204,2062.6637768774,2061.2152191001,2061.9503553917
2022-05-18 02:38:00,ETH,2061.9532265529,2062.4071068679,2060.713300818,2060.9781491074
2022-05-18 02:39:00,ETH,2060.9781468235,2061.3185012075,2060.1446022683,2061.3185012075
2022-05-18 02:40:00,ETH,2061.3179615771,2062.8543724704,2061.1949781218,2062.3112450932
2022-05-18 02:41:00,ETH,2062.3113123087,2062.8047376217,2061.442627039,2062.7585146026
2022-05-18 02:42:00,ETH,2062.7630415651,2063.5734579992,2062.7178291337,2063.5734579992
2022-05-18 02:43:00,ETH,2063.6334754394,2067.3384394745,2063.6334754394,2067.336875968
2022-05-18 02:44:00,ETH,2067.3745493477,2067.3918650258,2065.9965777552,2066.9039101913
2022-05-18 02:45:00,ETH,2066.9121036226,2067.4532869142,2066.6026130908,2066.6026130908
2022-05-18 02:46:00,ETH,2066.6164952196,2066.9948981981,2066.3340367301,2066.9948981981
2022-05-18 02:47:00,ETH,2067.0120667398,2067.0120667398,2064.7881252731,2065.1383267297
2022-05-18 02:48:00,ETH,2065.147008779,2065.6469422064,2064.0010423372,2065.6469422064
2022-05-18 02:49:00,ETH,2065.6461004412,2067.503239076,2065.6461004412,2067.503239076
2022-05-18 02:50:00,ETH,2067.5766790722,2067.8671985404,2066.8728706716,2067.0466658294
2022-05-18 02:51:00,ETH,2067.0428075202,2067.2118597102,2066.1304427225,2066.4039904135
2022-05-18 02:52:00,ETH,2066.4515981694,2067.7585797471,2066.4462960525,2067.098732841
2022-05-18 02:53:00,ETH,2067.123597263,2069.127969395,2067.123597263,2069.0387287484
2022-05-18 02:54:00,ETH,2069.1651393687,2070.1893789013,2068.6271004482,2069.5016531463
2022-05-18 02:55:00,ETH,2069.5547322741,2070.9648326345,2069.3877048037,2070.9532388791
2022-05-18 02:56:00,ETH,2070.9476011602,2070.9476011602,2069.8826327937,2069.8826327937
2022-05-18 02:57:00,ETH,2069.8821786456,2069.9946879314,2069.5143947872,2069.5144628119
2022-05-18 02:58:00,ETH,2069.4986101241,2070.1504443239,2068.9921384859,2070.1294139823
2022-05-18 02:59:00,ETH,2070.144503662,2070.1833939448,2069.4239271345,2070.0644854476
2022-05-18 03:00:00,ETH,2069.9842443733,2069.9842443733,2068.6825948944,2069.7347540764
2022-05-18 03:01:00,ETH,2069.7343563485,2070.8403643905,2069.5620390576,2070.7498608016
2022-05-18 03:02:00,ETH,2070.7560594955,2070.7589495783,2069.981131886,2070.1534069502
2022-05-18 03:03:00,ETH,2070.2668060564,2070.2887563258,2067.5818165521,2067.9950166473
2022-05-18 03:04:00,ETH,2068.0119498837,2068.5320920668,2067.8931081425,2068.0647749488
2022-05-18 03:05:00,ETH,2068.0192963783,2068.1081856381,2065.6496171115,2065.8071083935
2022-05-18 03:06:00,ETH,2065.7098287304,2065.9366073373,2065.1270813859,2065.1270813859
2022-05-18 03:07:00,ETH,2065.1234033016,2067.8398350519,2065.0754890734,2067.656203263
2022-05-18 03:08:00,ETH,2067.6928098701,2069.6009312494,2066.7487732595,2068.5420992378
2022-05-18 03:09:00,ETH,2068.5930504428,2068.7895260035,2068.010092547,2068.010092547
2022-05-18 03:10:00,ETH,2067.6836090478,2068.014042062,2064.8446326031,2065.7143222778
2022-05-18 03:11:00,ETH,2065.6476963351,2066.6726527193,2065.2778151231,2066.0893018093
2022-05-18 03:12:00,ETH,2066.0151684879,2066.0151684879,2060.2563273501,2060.5513766783
2022-05-18 03:13:00,ETH,2060.3129559922,2060.3129559922,2052.6180329025,2052.6180329025
2022-05-18 03:14:00,ETH,2052.7642836258,2054.1213046326,2049.664876668,2050.0684085857
2022-05-18 03:15:00,ETH,2049.7009461411,2051.6763221574,2046.9578083574,2046.9578083574
2022-05-18 03:16:00,ETH,2046.8016264536,2049.7798003551,2045.3252618179,2049.5353770106
2022-05-18 03:17:00,ETH,2049.5111921995,2051.6450973245,2049.5111921995,2051.0469666198
2022-05-18 03:18:00,ETH,2050.9824605053,2051.6872684452,2048.5662481326,2048.7904790978
2022-05-18 03:19:00,ETH,2048.6347654049,2051.0289395593,2048.5776425833,2049.7561074083
2022-05-18 03:20:00,ETH,2049.4786595919,2051.2781294918,2049.4786595919,2049.7390802492
2022-05-18 03:21:00,ETH,2049.6497981287,2050.9761417911,2049.076610253,2050.9761417911
2022-05-18 03:22:00,ETH,2051.0235302563,2051.4999596852,2048.1121086832,2048.1121086832
2022-05-18 03:23:00,ETH,2048.2737129333,2049.0629379805,2042.6488154984,2042.6488154984
2022-05-18 03:24:00,ETH,2042.5609442557,2044.8765142903,2042.0779955505,2042.7878240148
2022-05-18 03:25:00,ETH,2042.8555446411,2044.2346727578,2042.3192714013,2042.5953383171
2022-05-18 03:26:00,ETH,2042.3924911245,2046.2392102151,2040.8960091494,2046.2392102151
2022-05-18 03:27:00,ETH,2046.2436220319,2046.8529500191,2044.9632300376,2046.81424295
2022-05-18 03:28:00,ETH,2047.102002563,2047.291392104,2045.5696792979,2046.783411383
2022-05-18 03:29:00,ETH,2046.7803254855,2046.7803254855,2044.7267318134,2045.8108408284
2022-05-18 03:30:00,ETH,2045.6790211129,2047.539736558,2045.3674587047,2047.5045456728
2022-05-18 03:31:00,ETH,2047.5020567984,2048.8542222248,2047.5020567984,2047.9151424819
2022-05-18 03:32:00,ETH,2047.8598367073,2048.0034506911,2044.1835278229,2045.6334580092
2022-05-18 03:33:00,ETH,2045.6124973688,2045.6124973688,2044.4335671397,2045.5829514903
2022-05-18 03:34:00,ETH,2045.5523397677,2046.6002061539,2045.5523397677,2046.3039241411
2022-05-18 03:35:00,ETH,2046.2806578456,2047.2368727895,2045.380758137,2047.2368727895
2022-05-18 03:36:00,ETH,2047.2644779878,2047.4368330981,2045.2280252059,2045.3415435383
2022-05-18 03:37:00,ETH,2045.0846801524,2045.0846801524,2040.7845250301,2040.8809046432
2022-05-18 03:38:00,ETH,2040.8709248874,2040.8709248874,2037.1945973564,2038.8937180378
2022-05-18 03:39:00,ETH,2039.5029981999,2044.1188401618,2039.5029981999,2043.5960993205
2022-05-18 03:40:00,ETH,2044.5040582049,2044.5040582049,2041.9946909373,2042.3151052476
2022-05-18 03:41:00,ETH,2042.2959750061,2042.9400371323,2039.7275703609,2039.8502370482
2022-05-18 03:42:00,ETH,2039.8893943546,2041.1152149269,2037.8598890306,2037.8598890306
2022-05-18 03:43:00,ETH,2037.5530748463,2040.2735653284,2037.3645139352,2040.2680215267
2022-05-18 03:44:00,ETH,2040.4736260758,2040.845552902,2037.3519856006,2038.7683336704
2022-05-18 03:45:00,ETH,2038.8328524461,2039.2017808223,2036.1990831789,2038.1208563707
2022-05-18 03:46:00,ETH,2038.1711683453,2038.4379431744,2037.7946940567,2038.1827884104
2022-05-18 03:47:00,ETH,2038.1811038423,2038.277403172,2037.5546570015,2037.7384375857
2022-05-18 03:48:00,ETH,2037.7980984703,2037.8024742186,2036.2228026104,2036.844958636
2022-05-18 03:49:00,ETH,2036.8844210771,2038.1951396964,2036.2585053327,2038.0419186584
2022-05-18 03:50:00,ETH,2038.0031448428,2039.3961579778,2037.8677198708,2038.9982286846
2022-05-18 03:51:00,ETH,2039.0123911739,2039.1355508592,2037.5588869336,2039.1355508592
2022-05-18 03:52:00,ETH,2039.1214361847,2039.1214361847,2035.7227092301,2036.2501734398
2022-05-18 03:53:00,ETH,2036.1822145235,2038.20484409,2035.826820261,2037.6425328285
2022-05-18 03:54:00,ETH,2037.6936226645,2037.7809735428,2036.1685553454,2036.1685553454
2022-05-18 03:55:00,ETH,2036.0160519126,2036.0160519126,2034.8002780882,2035.5170215439
2022-05-18 03:56:00,ETH,2035.7312644649,2036.1222742142,2034.7767959571,2034.9018901371
2022-05-18 03:57:00,ETH,2034.9531954614,2034.9531954614,2031.7006296914,2034.5523034002
2022-05-18 03:58:00,ETH,2034.5323040719,2037.7063431508,2034.4857785777,2037.7063431508
2022-05-18 03:59:00,ETH,2037.5627214341,2039.2598290744,2037.270706605,2037.6164462929
2022-05-18 04:00:00,ETH,2037.3847438114,2037.3847438114,2032.8319075468,2034.8570927084
2022-05-18 04:01:00,ETH,2035.0659836693,2036.4732955074,2035.0659836693,2035.5863598358
2022-05-18 04:02:00,ETH,2035.1117754635,2035.8391801383,2034.3790325992,2034.7751301519
2022-05-18 04:03:00,ETH,2034.4802070861,2036.8890590862,2034.1306299531,2036.6354884303
2022-05-18 04:04:00,ETH,2036.5959682678,2037.8731924295,2035.8756254112,2037.8731924295
2022-05-18 04:05:00,ETH,2037.9711733786,2040.0810051525,2037.6967848662,2039.9277054511
2022-05-18 04:06:00,ETH,2039.2462002884,2040.4001706043,2038.8709820623,2039.1420663784
2022-05-18 04:07:00,ETH,2039.1453427799,2039.8431658068,2037.9849425317,2039.8345891896
2022-05-18 04:08:00,ETH,2039.8355258066,2039.9350291523,2038.5311258083,2038.5559937472
2022-05-18 04:09:00,ETH,2038.5335522847,2039.9240976339,2038.0783208336,2039.9237446885
2022-05-18 04:10:00,ETH,2039.8713610934,2041.5596444151,2039.8713610934,2041.1900741662
2022-05-18 04:11:00,ETH,2041.4773301027,2042.0504813473,2040.8659403105,2041.0479550315
2022-05-18 04:12:00,ETH,2041.0494265806,2041.1067895506,2039.8814000087,2040.5243315664
2022-05-18 04:13:00,ETH,2040.5464913287,2040.5464913287,2039.3174255886,2040.4552334311
2022-05-18 04:14:00,ETH,2040.4574480144,2040.5437323451,2039.2733709608,2039.2736402659
2022-05-18 04:15:00,ETH,2039.2367216061,2041.0510922237,2039.0562353138,2039.5762247649
2022-05-18 04:16:00,ETH,2039.401075088,2039.4687490305,2037.8555028924,2037.8555028924
2022-05-18 04:17:00,ETH,2037.8190103626,2037.8190103626,2035.4814310181,2036.5226350347
2022-05-18 04:18:00,ETH,2036.2998981323,2036.396004499,2034.5606267184,2034.6417842029
2022-05-18 04:19:00,ETH,2034.6424746499,2035.5772996561,2034.5039242026,2034.7420232464
2022-05-18 04:20:00,ETH,2034.7488871994,2036.9442585447,2034.7488871994,2036.5891587527
2022-05-18 04:21:00,ETH,2036.5903456036,2038.1925094128,2036.5349812144,2037.9763331072
2022-05-18 04:22:00,ETH,2037.9304363474,2039.2554151085,2037.2712807383,2038.2679562811
2022-05-18 04:23:00,ETH,2038.2822226914,2039.9646825846,2038.2822226914,2039.9006795717
2022-05-18 04:24:00,ETH,2039.9118348202,2042.2082296683,2039.625061208,2041.9146713733
2022-05-18 04:25:00,ETH,2042.0741986222,2042.8904912082,2041.1841991874,2041.9642843942
2022-05-18 04:26:00,ETH,2041.9126791894,2041.9272149784,2041.0854361891,2041.336834005
2022-05-18 04:27:00,ETH,2041.0835434889,2042.8746662531,2041.0802279432,2042.6439968205
2022-05-18 04:28:00,ETH,2042.6143451035,2042.6143451035,2041.221953898,2041.2222630245
2022-05-18 04:29:00,ETH,2041.2138723474,2041.2138723474,2039.2727656487,2040.1426138286
2022-05-18 04:30:00,ETH,2040.1285808179,2040.9306015289,2038.5080036877,2040.4037937148
2022-05-18 04:31:00,ETH,2040.4029256997,2040.4260245141,2039.5928166614,2040.0770272912
2022-05-18 04:32:00,ETH,2040.0707086163,2040.0707086163,2038.1474366098,2038.4276652557
2022-05-18 04:33:00,ETH,2038.2835604665,2038.3795364211,2036.3610731796,2036.7863573046
2022-05-18 04:34:00,ETH,2036.7937895384,2036.8846515958,2035.5658258655,2036.8707257775
2022-05-18 04:35:00,ETH,2037.0160413972,2037.4624075558,2036.5242916753,2036.765203708
2022-05-18 04:36:00,ETH,2036.7452035489,2037.7549995006,2036.099466231,2037.7549995006
2022-05-18 04:37:00,ETH,2037.7994510468,2039.3650221728,2037.5883088053,2039.2506358601
2022-05-18 04:38:00,ETH,2039.242364545,2039.242364545,2037.4877510534,2037.5867542142
2022-05-18 04:39:00,ETH,2037.7193087625,2038.493163061,2036.9151961694,2036.9151961694
2022-05-18 04:40:00,ETH,2036.8324176331,2038.1904571514,2036.8324176331,2037.0691243599
2022-05-18 04:41:00,ETH,2037.0683287795,2037.5135014367,2037.0683287795,2037.2569024547
2022-05-18 04:42:00,ETH,2037.2629229397,2038.3488262475,2037.0650709244,2038.217239108
2022-05-18 04:43:00,ETH,2038.2115827576,2038.3355390303,2037.2438940116,2037.3121634755
2022-05-18 04:44:00,ETH,2037.3154315993,2037.8252156453,2037.1734841667,2037.4362250374
2022-05-18 04:45:00,ETH,2037.4312336513,2038.4874496173,2037.2960280726,2038.2209226508
2022-05-18 04:46:00,ETH,2038.2262503682,2038.2435408144,2033.4972868253,2034.2825120493
